IDPROV;PROV;ANIO;MES;NUM_INCIDENTE;NIVEL;MINUTOSHABILES;SLA;ESTADO;PENDIENTE;ESTADO_ACTUAL;ULTIMO_GRUPO;PRIORIDAD;IMPACTO;
44;NTTDATA;2025;6;INC000007711090;2;440;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;6;INC000007711410;2;331;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;6;INC000007712013;2;276;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007712167;2;280;1200;No Vencido;0;Pendiente;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007712222;2;279;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007712228;2;280;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007712254;2;3;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;6;INC000007712309;2;35;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;6;INC000007712311;2;33;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;6;INC000007713544;2;70;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007713623;2;21;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007714045;2;0;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007714071;2;0;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007714077;2;0;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007714084;2;0;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007714582;2;0;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007714779;2;710;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007714852;2;0;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;6;INC000007714994;2;0;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Bajo;
44;NTTDATA;2025;6;INC000007715064;2;731;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007715071;2;734;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007715332;2;1200;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Medio;
44;NTTDATA;2025;6;INC000007715508;2;0;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007719852;2;70;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;6;INC000007702639;2;11;1440;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Critico;
44;NTTDATA;2025;6;INC000007713765;2;13;1440;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Critico;
44;NTTDATA;2025;6;INC000007717964;2;9;1440;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Critico;
44;NTTDATA;2025;6;INC000007718876;2;5;1440;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Critico;
44;NTTDATA;2025;6;INC000007681170;3;600;4800;No Vencido;0;Cerrado;N3_EVERIS_WEBAPO;Baja;Bajo;
44;NTTDATA;2025;6;INC000007684293;3;125;4800;No Vencido;0;Cerrado;N3_EVERIS_WEBAPO;Baja;Bajo;
44;NTTDATA;2025;6;INC000007687595;3;229;4800;No Vencido;0;Cerrado;N3_EVERIS_WEBAPO;Baja;Bajo;
44;NTTDATA;2025;6;INC000007687824;3;93;4800;No Vencido;0;Cerrado;N3_EVERIS_WEBAPO;Baja;Bajo;
44;NTTDATA;2025;6;INC000007687910;3;104;4800;No Vencido;0;Cerrado;N3_EVERIS_WEBAPO;Baja;Bajo;
44;NTTDATA;2025;6;INC000007688086;3;46;4800;No Vencido;0;Cerrado;N3_EVERIS_WEBAPO;Baja;Bajo;
44;NTTDATA;2025;6;INC000007689284;3;0;4800;No Vencido;0;Cerrado;N3_EVERIS_WEBAPO;Baja;Bajo;
44;NTTDATA;2025;6;INC000007691525;3;105;4800;No Vencido;0;Cerrado;N3_EVERIS_WEBAPO;Baja;Bajo;
44;NTTDATA;2025;6;INC000007691529;3;106;4800;No Vencido;0;Cerrado;N3_EVERIS_WEBAPO;Baja;Bajo;
44;NTTDATA;2025;6;INC000007691979;3;36;4800;No Vencido;0;Cerrado;N3_EVERIS_WEBAPO;Baja;Bajo;
44;NTTDATA;2025;6;INC000007693348;3;526;4800;No Vencido;0;Cerrado;N3_EVERIS_WEBAPO;Baja;Bajo;
44;NTTDATA;2025;6;INC000007693418;3;0;4800;No Vencido;0;Cerrado;N3_EVERIS_WEBAPO;Baja;Bajo;
44;NTTDATA;2025;6;INC000007695965;3;26;4800;No Vencido;0;Cerrado;N3_EVERIS_WEBAPO;Baja;Bajo;
44;NTTDATA;2025;6;INC000007696474;3;114;4800;No Vencido;0;Cerrado;N3_EVERIS_WEBAPO;Baja;Bajo;
44;NTTDATA;2025;6;INC000007697795;3;99;4800;No Vencido;0;Cerrado;N3_EVERIS_WEBAPO;Baja;Bajo;
44;NTTDATA;2025;6;INC000007698273;3;241;4800;No Vencido;0;Cerrado;N3_EVERIS_WEBAPO;Baja;Bajo;
44;NTTDATA;2025;6;INC000007699341;3;0;4800;No Vencido;0;Cerrado;N3_EVERIS_WEBAPO;Baja;Bajo;
44;NTTDATA;2025;6;INC000007699588;3;0;4800;No Vencido;0;Cerrado;N3_EVERIS_WEBAPO;Baja;Bajo;
44;NTTDATA;2025;6;INC000007699717;3;0;4800;No Vencido;0;Cerrado;N3_EVERIS_WEBAPO;Baja;Bajo;
44;NTTDATA;2025;6;INC000007703013;3;75;4800;No Vencido;0;Cerrado;N3_EVERIS_WEBAPO;Baja;Bajo;
44;NTTDATA;2025;6;INC000007704636;3;0;4800;No Vencido;0;Cerrado;N3_EVERIS_WEBAPO;Baja;Bajo;
44;NTTDATA;2025;6;INC000007705730;3;66;4800;No Vencido;0;Pendiente;N3_EVERIS_WEBAPO;Baja;Bajo;
