IDPROV;PROV;ANIO;MES;NUM_INCIDENTE;NIVEL;MINUTOSHABILES;SLA;ESTADO;PENDIENTE;ESTADO_ACTUAL;ULTIMO_GRUPO;PRIORIDAD;IMPACTO;
44;NTTDATA;2025;7;INC000007732195;2;1428;1200;Vencido;228;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007732317;2;1429;1200;Vencido;229;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007733147;2;1430;1200;Vencido;230;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007733235;2;805;1200;No Vencido;0;Cerrado;N2_DEVOPS_PCRM_TEF;Baja;Medio;
44;NTTDATA;2025;7;INC000007733343;2;1430;1200;Vencido;230;Pendiente;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007733531;2;5;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;7;INC000007733538;2;5;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;7;INC000007733886;2;1431;1200;Vencido;231;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007734009;2;1072;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007734342;2;1086;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007734958;2;901;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007735083;2;548;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007735216;2;503;1200;No Vencido;0;Pendiente;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007735853;2;468;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007735975;2;2;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
44;NTTDATA;2025;7;INC000007736626;2;221;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007736847;2;172;1200;No Vencido;0;Cerrado;N2_EVERIS_MIMOVISTAR;Baja;Bajo;
44;NTTDATA;2025;7;INC000007737022;2;4;1200;No Vencido;0;Cerrado;N2_TIENDA_EVERIS;Baja;Bajo;
